#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
husk.site,suspend,false,false,Oliphant Tier 3,false
ignorelist.com,suspend,false,false,Oliphant Tier 3,false
imirhil.fr,suspend,false,false,Oliphant Tier 3,false
inferencium.net,suspend,false,false,Oliphant Tier 3,false
intkos.link,suspend,false,false,Oliphant Tier 3,false
inumbra.xyz,suspend,false,false,Oliphant Tier 3,false
jaeger.website,suspend,false,false,Oliphant Tier 3,false
justbros.xyz,suspend,false,false,Oliphant Tier 3,false
justicewarrior.social,suspend,false,false,Oliphant Tier 3,false
kabuki.club,suspend,false,false,Oliphant Tier 3,false
kangaroo.to,suspend,false,false,Oliphant Tier 3,false
kawa-kun.com,suspend,false,false,Oliphant Tier 3,false
kawen.space,suspend,false,false,Oliphant Tier 3,false
kcl.academy,suspend,false,false,Oliphant Tier 3,false
kenfm.de,suspend,false,false,Oliphant Tier 3,false
kenhbit.com,suspend,false,false,Oliphant Tier 3,false
kinky.business,suspend,false,false,Oliphant Tier 3,false
kiwifarm.is,suspend,false,false,Oliphant Tier 3,false
kiwifarms.is,suspend,false,false,Oliphant Tier 3,false
kiwifarms.net,suspend,false,false,Oliphant Tier 3,false
kompost.cz,suspend,false,false,Oliphant Tier 3,false
krdtube.org,suspend,false,false,Oliphant Tier 3,false
kys.moe,suspend,false,false,Oliphant Tier 3,false
ladies.community,suspend,false,false,Oliphant Tier 3,false
lain.com,suspend,false,false,Oliphant Tier 3,false
lain.gay,suspend,false,false,Oliphant Tier 3,false
lain.sh,suspend,false,false,Oliphant Tier 3,false
leftychan.net,suspend,false,false,Oliphant Tier 3,false
leonardwong.dev,suspend,false,false,Oliphant Tier 3,false
letsalllovela.in,suspend,false,false,Oliphant Tier 3,false
lewdieheaven.com,suspend,false,false,Oliphant Tier 3,false
libre.video,suspend,false,false,Oliphant Tier 3,false
librem.one,suspend,false,false,Oliphant Tier 3,false
librenet.co.za,suspend,false,false,Oliphant Tier 3,false
lizards.live,suspend,false,false,Oliphant Tier 3,false
localtunnel.me,suspend,false,false,Oliphant Tier 3,false
logografos.com,suspend,false,false,Oliphant Tier 3,false
lolisontop.com,suspend,false,false,Oliphant Tier 3,false
lucasvl.nl,suspend,false,false,Oliphant Tier 3,false
m.tkw.fm,suspend,false,false,Oliphant Tier 3,false
mahodou.moe,suspend,false,false,Oliphant Tier 3,false
maladaptive.art,suspend,false,false,Oliphant Tier 3,false
mao.mastodonhub.com,suspend,false,false,Oliphant Tier 3,false
mapsupport.de,suspend,false,false,Oliphant Tier 3,false
marsey.club,suspend,false,false,Oliphant Tier 3,false
masochi.st,suspend,false,false,Oliphant Tier 3,false
mast.socialspill.com,suspend,false,false,Oliphant Tier 3,false
mastertibbles.co.uk,suspend,false,false,Oliphant Tier 3,false
masthead.social,suspend,false,false,Oliphant Tier 3,false
mastodon.cf,suspend,false,false,Oliphant Tier 3,false
mastodon.macneilmediagroup.com,suspend,false,false,Oliphant Tier 3,false
mastodon.se,suspend,false,false,Oliphant Tier 3,false
mastodong.lol,suspend,false,false,Oliphant Tier 3,false
mastodonhub.com,suspend,false,false,Oliphant Tier 3,false
megamast.io,suspend,false,false,Oliphant Tier 3,false
meld.de,suspend,false,false,Oliphant Tier 3,false
meme.moe,suspend,false,false,Oliphant Tier 3,false
meow.social,suspend,false,false,Oliphant Tier 3,false
midnightride.rs,suspend,false,false,Oliphant Tier 3,false
miku-enthusiast.club,suspend,false,false,Oliphant Tier 3,false
milker.cafe,suspend,false,false,Oliphant Tier 3,false
miruku.cafe,suspend,false,false,Oliphant Tier 3,false
misskey-forkbomb.cf,suspend,false,false,Oliphant Tier 3,false
moa.st,suspend,false,false,Oliphant Tier 3,false
monstergirl.space,suspend,false,false,Oliphant Tier 3,false
mostr.pub,suspend,false,false,Oliphant Tier 3,false
mrhands.horse,suspend,false,false,Oliphant Tier 3,false
natehiggers.online,suspend,false,false,Oliphant Tier 3,false
nationaljustice.social,suspend,false,false,Oliphant Tier 3,false
neckbeard.xyz,suspend,false,false,Oliphant Tier 3,false
nekocave.xyz,suspend,false,false,Oliphant Tier 3,false
neurodiver.ge,suspend,false,false,Oliphant Tier 3,false
ngrok.io,suspend,false,false,Oliphant Tier 3,false
nightshift.social,suspend,false,false,Oliphant Tier 3,false
niscii.xyz,suspend,false,false,Oliphant Tier 3,false
normie.cafe,suspend,false,false,Oliphant Tier 3,false
novoa.nagoya,suspend,false,false,Oliphant Tier 3,false
ns.auction,suspend,false,false,Oliphant Tier 3,false
nukem.biz,suspend,false,false,Oliphant Tier 3,false
obo.sh,suspend,false,false,Oliphant Tier 3,false
oti.st,suspend,false,false,Oliphant Tier 3,false
oursocialism.today,suspend,false,false,Oliphant Tier 3,false
outpoa.st,suspend,false,false,Oliphant Tier 3,false
pachyder.me,suspend,false,false,Oliphant Tier 3,false
pawb.fun,suspend,false,false,Oliphant Tier 3,false
paypig.org,suspend,false,false,Oliphant Tier 3,false
pengi-san.moe,suspend,false,false,Oliphant Tier 3,false
pizzaf.art,suspend,false,false,Oliphant Tier 3,false
pkteerium.xyz,suspend,false,false,Oliphant Tier 3,false
pleroma.fun,suspend,false,false,Oliphant Tier 3,false
pleroma.hatthieves.es,suspend,false,false,Oliphant Tier 3,false
pleroma.us,suspend,false,false,Oliphant Tier 3,false
plma.plus.st,suspend,false,false,Oliphant Tier 3,false
pmth.us,suspend,false,false,Oliphant Tier 3,false
pone.social,suspend,false,false,Oliphant Tier 3,false
pooper.social,suspend,false,false,Oliphant Tier 3,false
poridge.club,suspend,false,false,Oliphant Tier 3,false
porn-k.com,suspend,false,false,Oliphant Tier 3,false
posix.gay,suspend,false,false,Oliphant Tier 3,false
pravda.me,suspend,false,false,Oliphant Tier 3,false
privex.social,suspend,false,false,Oliphant Tier 3,false
pseudo-whiskey.bar,suspend,false,false,Oliphant Tier 3,false
psion.co,suspend,false,false,Oliphant Tier 3,false
pube.tk,suspend,false,false,Oliphant Tier 3,false
quanta.wiki,suspend,false,false,Oliphant Tier 3,false
rage.lol,suspend,false,false,Oliphant Tier 3,false
rayn.bo,suspend,false,false,Oliphant Tier 3,false
rcsocial.net,suspend,false,false,Oliphant Tier 3,false
rdrama.cc,suspend,false,false,Oliphant Tier 3,false
refusal.biz,suspend,false,false,Oliphant Tier 3,false
repl.co,suspend,false,false,Oliphant Tier 3,false
republic.red,suspend,false,false,Oliphant Tier 3,false
rojogato.com,suspend,false,false,Oliphant Tier 3,false
rot.gives,suspend,false,false,Oliphant Tier 3,false
ruinouspowe.rs,suspend,false,false,Oliphant Tier 3,false
satoshishop.de,suspend,false,false,Oliphant Tier 3,false
scots.network,suspend,false,false,Oliphant Tier 3,false
scrapist.xyz,suspend,false,false,Oliphant Tier 3,false
shadowsocial.org,suspend,false,false,Oliphant Tier 3,false
sharivegas.com,suspend,false,false,Oliphant Tier 3,false
sheep.network,suspend,false,false,Oliphant Tier 3,false
shitposter.club,suspend,false,false,Oliphant Tier 3,false
shitposting.army,suspend,false,false,Oliphant Tier 3,false
shortstackran.ch,suspend,false,false,Oliphant Tier 3,false
shota.house,suspend,false,false,Oliphant Tier 3,false
shota.social,suspend,false,false,Oliphant Tier 3,false
shrimpcam.pw,suspend,false,false,Oliphant Tier 3,false
shrimpposter.club,suspend,false,false,Oliphant Tier 3,false
sinblr.com,suspend,false,false,Oliphant Tier 3,false
snaggletooth.life,suspend,false,false,Oliphant Tier 3,false
sneak.berlin,suspend,false,false,Oliphant Tier 3,false
soc.ua-fediland.de,suspend,false,false,Oliphant Tier 3,false
social.mykolayiv.dcomm.net.ua,suspend,false,false,Oliphant Tier 3,false
social.netz.org,suspend,false,false,Oliphant Tier 3,false
social.projectsegfau.lt,suspend,false,false,Oliphant Tier 3,false
social.wildeboer.net,suspend,false,false,Oliphant Tier 3,false
solagg.com,suspend,false,false,Oliphant Tier 3,false
sovran.social,suspend,false,false,Oliphant Tier 3,false
soykaf.com,suspend,false,false,Oliphant Tier 3,false
sperg.city,suspend,false,false,Oliphant Tier 3,false
squid.kids,suspend,false,false,Oliphant Tier 3,false
starnix.network,suspend,false,false,Oliphant Tier 3,false
stereophonic.space,suspend,false,false,Oliphant Tier 3,false
strelizia.net,suspend,false,false,Oliphant Tier 3,false
supes.com,suspend,false,false,Oliphant Tier 3,false
switter.at,suspend,false,false,Oliphant Tier 3,false
t.l3r.me,suspend,false,false,Oliphant Tier 3,false
takesama.com,suspend,false,false,Oliphant Tier 3,false
terrible.place,suspend,false,false,Oliphant Tier 3,false
thebag.social,suspend,false,false,Oliphant Tier 3,false
theres.life,suspend,false,false,Oliphant Tier 3,false
bubbletea.dev,suspend,false,false,Oliphant Tier 3,false
tmediatech.io,suspend,false,false,Oliphant Tier 3,false
tnd.lol,suspend,false,false,Oliphant Tier 3,false
toot.canberrasocial.net,suspend,false,false,Oliphant Tier 3,false
toot.love,suspend,false,false,Oliphant Tier 3,false
traboone.com,suspend,false,false,Oliphant Tier 3,false
troll.cafe,suspend,false,false,Oliphant Tier 3,false
truthsocial.com,suspend,false,false,Oliphant Tier 3,false
truthsocial.st,suspend,false,false,Oliphant Tier 3,false
truthsocialpro.org,suspend,false,false,Oliphant Tier 3,false
tweets.icu,suspend,false,false,Oliphant Tier 3,false
tweety.icu,suspend,false,false,Oliphant Tier 3,false
twimblr.live,suspend,false,false,Oliphant Tier 3,false
twimblr.xyz,suspend,false,false,Oliphant Tier 3,false
twitiverse.com,suspend,false,false,Oliphant Tier 3,false
twitter.1d4.us,suspend,false,false,Oliphant Tier 3,false
twitter.grants.cafe,suspend,false,false,Oliphant Tier 3,false
twtr.ingeechat.party,suspend,false,false,Oliphant Tier 3,false
twtr.plus,suspend,false,false,Oliphant Tier 3,false
twtr.vrij.social,suspend,false,false,Oliphant Tier 3,false
twtr.wappie.land,suspend,false,false,Oliphant Tier 3,false
twtrbridge.de,suspend,false,false,Oliphant Tier 3,false
tyil.nl,suspend,false,false,Oliphant Tier 3,false
ua-fediland.de,suspend,false,false,Oliphant Tier 3,false
udongein.xyz,suspend,false,false,Oliphant Tier 3,false
unperson.us,suspend,false,false,Oliphant Tier 3,false
unsafe.space,suspend,false,false,Oliphant Tier 3,false
urchan.org,suspend,false,false,Oliphant Tier 3,false
ursal.zone,suspend,false,false,Oliphant Tier 3,false
urspringer.de,suspend,false,false,Oliphant Tier 3,false
uwu.social,suspend,false,false,Oliphant Tier 3,false
valkyrie.world,suspend,false,false,Oliphant Tier 3,false
vance.land,suspend,false,false,Oliphant Tier 3,false
verita84.com,suspend,false,false,Oliphant Tier 3,false
vrij.social,suspend,false,false,Oliphant Tier 3,false
wagesofsinisdeath.com,suspend,false,false,Oliphant Tier 3,false
waifu.social,suspend,false,false,Oliphant Tier 3,false
waifuappreciation.club,suspend,false,false,Oliphant Tier 3,false
waifuism.life,suspend,false,false,Oliphant Tier 3,false
weeaboo.space,suspend,false,false,Oliphant Tier 3,false
weedis.life,suspend,false,false,Oliphant Tier 3,false
whinge.house,suspend,false,false,Oliphant Tier 3,false
whinge.town,suspend,false,false,Oliphant Tier 3,false
wideboys.org,suspend,false,false,Oliphant Tier 3,false
wiki-tube.de,suspend,false,false,Oliphant Tier 3,false
wintermute.fr.to,suspend,false,false,Oliphant Tier 3,false
womyns.land,suspend,false,false,Oliphant Tier 3,false
woof.tech,suspend,false,false,Oliphant Tier 3,false
woofer.alfter.us,suspend,false,false,Oliphant Tier 3,false
workers.dev,suspend,false,false,Oliphant Tier 3,false
worm.pink,suspend,false,false,Oliphant Tier 3,false
wreck.rocks,suspend,false,false,Oliphant Tier 3,false
writehere.is,suspend,false,false,Oliphant Tier 3,false
wurm.host,suspend,false,false,Oliphant Tier 3,false
wxw.moe,suspend,false,false,Oliphant Tier 3,false
x0f.org,suspend,false,false,Oliphant Tier 3,false
xaetacore.net,suspend,false,false,Oliphant Tier 3,false
xcess.one,suspend,false,false,Oliphant Tier 3,false
xenofem.me,suspend,false,false,Oliphant Tier 3,false
xhais.love,suspend,false,false,Oliphant Tier 3,false
xmrposter.club,suspend,false,false,Oliphant Tier 3,false
xscape.top,suspend,false,false,Oliphant Tier 3,false
xxxtumblr.org,suspend,false,false,Oliphant Tier 3,false
yams.lol,suspend,false,false,Oliphant Tier 3,false
yeshuafreedom.com,suspend,false,false,Oliphant Tier 3,false
yiff.life,suspend,false,false,Oliphant Tier 3,false
yukioke.com,suspend,false,false,Oliphant Tier 3,false
yuriposter.club,suspend,false,false,Oliphant Tier 3,false
yuukosan.xyz,suspend,false,false,Oliphant Tier 3,false
z0ne.social,suspend,false,false,Oliphant Tier 3,false
zedsocial.ca,suspend,false,false,Oliphant Tier 3,false
zetamu.club,suspend,false,false,Oliphant Tier 3,false
zholnay.name,suspend,false,false,Oliphant Tier 3,false
zhub.link,suspend,false,false,Oliphant Tier 3,false
zip2.social,suspend,false,false,Oliphant Tier 3,false
zokni.xyz,suspend,false,false,Oliphant Tier 3,false
zombiecats.run,suspend,false,false,Oliphant Tier 3,false
zyzzsupremacy.xyz,suspend,false,false,Oliphant Tier 3,false
blockriot.com,suspend,false,false,Oliphant Tier 3,false
bofa.lol,suspend,false,false,Oliphant Tier 3,false
bofh.social,suspend,false,false,Oliphant Tier 3,false
boingo00.wtf,suspend,false,false,Oliphant Tier 3,false
boles.xyz,suspend,false,false,Oliphant Tier 3,false
boobytooth.social,suspend,false,false,Oliphant Tier 3,false
boseburo.ddns.net,suspend,false,false,Oliphant Tier 3,false
botsin.space,suspend,false,false,Oliphant Tier 3,false
boyter.org,suspend,false,false,Oliphant Tier 3,false
bozgor.org,suspend,false,false,Oliphant Tier 3,false
brotka.st,suspend,false,false,Oliphant Tier 3,false
btrf.ly,suspend,false,false,Oliphant Tier 3,false
btrfly.social,suspend,false,false,Oliphant Tier 3,false
bunny.cafe,suspend,false,false,Oliphant Tier 3,false
burger.rodeo,suspend,false,false,Oliphant Tier 3,false
busshi.moe,suspend,false,false,Oliphant Tier 3,false
bylines.social,suspend,false,false,Oliphant Tier 3,false
threads.instagram.com,suspend,false,false,Oliphant Tier 3,false
zztails.wtf,suspend,false,false,Oliphant Tier 3,false
borg.social,suspend,false,false,Oliphant Tier 3,false
cafkafk.com,suspend,false,false,Oliphant Tier 3,false
calobar.club,suspend,false,false,Oliphant Tier 3,false
capitalism.party,suspend,false,false,Oliphant Tier 3,false
capystan.net,suspend,false,false,Oliphant Tier 3,false
cdrom.tokyo,suspend,false,false,Oliphant Tier 3,false
cheeseburger.social,suspend,false,false,Oliphant Tier 3,false
chocoflan.net,suspend,false,false,Oliphant Tier 3,false
chudbuds.org,suspend,false,false,Oliphant Tier 3,false
chungus.cc,suspend,false,false,Oliphant Tier 3,false
cloudisland.online,suspend,false,false,Oliphant Tier 3,false
cobblestone.rocks,suspend,false,false,Oliphant Tier 3,false
cofeti.me,suspend,false,false,Oliphant Tier 3,false
comfysnug.space,suspend,false,false,Oliphant Tier 3,false
community.halle-leaks.de,suspend,false,false,Oliphant Tier 3,false
computerfairi.es,suspend,false,false,Oliphant Tier 3,false
coolsite.win,suspend,false,false,Oliphant Tier 3,false
counter.social,suspend,false,false,Oliphant Tier 3,false
crowleyclub.com,suspend,false,false,Oliphant Tier 3,false
cryptocartel.social,suspend,false,false,Oliphant Tier 3,false
cybercrusade.xyz,suspend,false,false,Oliphant Tier 3,false
cyberretards.xyz,suspend,false,false,Oliphant Tier 3,false
cyuucat.moe,suspend,false,false,Oliphant Tier 3,false
danksquad.xyz,suspend,false,false,Oliphant Tier 3,false
dark-alexandr.net,suspend,false,false,Oliphant Tier 3,false
darlow.co.uk,suspend,false,false,Oliphant Tier 3,false
dd0s.lol,suspend,false,false,Oliphant Tier 3,false
deadreckoning.cc,suspend,false,false,Oliphant Tier 3,false
debilosempire.org,suspend,false,false,Oliphant Tier 3,false
declin.eu,suspend,false,false,Oliphant Tier 3,false
deepnexus.link,suspend,false,false,Oliphant Tier 3,false
desuposter.club,suspend,false,false,Oliphant Tier 3,false
dev-wiki.de,suspend,false,false,Oliphant Tier 3,false
carrot.army,suspend,false,false,Oliphant Tier 3,false
diamondelizaa.com,suspend,false,false,Oliphant Tier 3,false
dmgd.monster,suspend,false,false,Oliphant Tier 3,false
doctors4covidethics.org,suspend,false,false,Oliphant Tier 3,false
circlebasti.at,suspend,false,false,Oliphant Tier 3,false
dogsex.org,suspend,false,false,Oliphant Tier 3,false
donotban.com,suspend,false,false,Oliphant Tier 3,false
dotnet00.dev,suspend,false,false,Oliphant Tier 3,false
dragoncave.dev,suspend,false,false,Oliphant Tier 3,false
dragonpsi.xyz,suspend,false,false,Oliphant Tier 3,false
drow.be,suspend,false,false,Oliphant Tier 3,false
drunkposter.club,suspend,false,false,Oliphant Tier 3,false
ctseuro.com,suspend,false,false,Oliphant Tier 3,false
dsocialize.net,suspend,false,false,Oliphant Tier 3,false
duckdns.org,suspend,false,false,Oliphant Tier 3,false
durst.world,suspend,false,false,Oliphant Tier 3,false
ebin.club,suspend,false,false,Oliphant Tier 3,false
echelon.pl,suspend,false,false,Oliphant Tier 3,false
eeeeeeeee.eu,suspend,false,false,Oliphant Tier 3,false
eepygirls.tech,suspend,false,false,Oliphant Tier 3,false
elonsucks.org,suspend,false,false,Oliphant Tier 3,false
enes.lv,suspend,false,false,Oliphant Tier 3,false
enjoyer.network,suspend,false,false,Oliphant Tier 3,false
doesnotexist.club,suspend,false,false,Oliphant Tier 3,false
epsilon.social,suspend,false,false,Oliphant Tier 3,false
eskimo.com,suspend,false,false,Oliphant Tier 3,false
esmailelbob.xyz,suspend,false,false,Oliphant Tier 3,false
exploding-heads.com,suspend,false,false,Oliphant Tier 3,false
expression.social,suspend,false,false,Oliphant Tier 3,false
ey.business,suspend,false,false,Oliphant Tier 3,false
faggot.zone,suspend,false,false,Oliphant Tier 3,false
famichiki.jp,suspend,false,false,Oliphant Tier 3,false
fapsi.be,suspend,false,false,Oliphant Tier 3,false
explosion.party,suspend,false,false,Oliphant Tier 3,false
fluffytail.org,suspend,false,false,Oliphant Tier 3,false
fedi.site,suspend,false,false,Oliphant Tier 3,false
fediverse-lite.com,suspend,false,false,Oliphant Tier 3,false
freedomofpress.rocks,suspend,false,false,Oliphant Tier 3,false
freefedifollowers.ga,suspend,false,false,Oliphant Tier 3,false
freespeech.club,suspend,false,false,Oliphant Tier 3,false
freespeech.fans,suspend,false,false,Oliphant Tier 3,false
friends.nico,suspend,false,false,Oliphant Tier 3,false
freespeech.host,suspend,false,false,Oliphant Tier 3,false
freewahaextremist.wtf,suspend,false,false,Oliphant Tier 3,false
freezepeach.online,suspend,false,false,Oliphant Tier 3,false
fuwa.pink,suspend,false,false,Oliphant Tier 3,false
gegenstimme.tv,suspend,false,false,Oliphant Tier 3,false
g3l.org,suspend,false,false,Oliphant Tier 3,false
gab.best,suspend,false,false,Oliphant Tier 3,false
gab.io,suspend,false,false,Oliphant Tier 3,false
gabble.xyz,suspend,false,false,Oliphant Tier 3,false
gabe.rocks,suspend,false,false,Oliphant Tier 3,false
gabfed.com,suspend,false,false,Oliphant Tier 3,false
gasthe.lgbt,suspend,false,false,Oliphant Tier 3,false
gecekafasi.com,suspend,false,false,Oliphant Tier 3,false
getindor.com,suspend,false,false,Oliphant Tier 3,false
gigaohm.bio,suspend,false,false,Oliphant Tier 3,false
gizode.com,suspend,false,false,Oliphant Tier 3,false
globalwarming.fun,suspend,false,false,Oliphant Tier 3,false
glowie.cloud,suspend,false,false,Oliphant Tier 3,false
glownow.club,suspend,false,false,Oliphant Tier 3,false
godspeed.moe,suspend,false,false,Oliphant Tier 3,false
gorf.club,suspend,false,false,Oliphant Tier 3,false
homoo.social,suspend,false,false,Oliphant Tier 3,false
gravure.club,suspend,false,false,Oliphant Tier 3,false
graz.social,suspend,false,false,Oliphant Tier 3,false
greenboys.club,suspend,false,false,Oliphant Tier 3,false
hagra.net,suspend,false,false,Oliphant Tier 3,false
haskovec.social,suspend,false,false,Oliphant Tier 3,false
hdcraft.xyz,suspend,false,false,Oliphant Tier 3,false
headcannon.xyz,suspend,false,false,Oliphant Tier 3,false
headpat.cafe,suspend,false,false,Oliphant Tier 3,false
hellthread.church,suspend,false,false,Oliphant Tier 3,false
isekco.re,suspend,false,false,Oliphant Tier 3,false
here.blue,suspend,false,false,Oliphant Tier 3,false
hermit.cafe,suspend,false,false,Oliphant Tier 3,false
hermitmountain.top,suspend,false,false,Oliphant Tier 3,false
himk.am,suspend,false,false,Oliphant Tier 3,false
hirad.it,suspend,false,false,Oliphant Tier 3,false
hoto.rocks,suspend,false,false,Oliphant Tier 3,false
iamterminally.online,suspend,false,false,Oliphant Tier 3,false
icod.de,suspend,false,false,Oliphant Tier 3,false
idolheaven.org,suspend,false,false,Oliphant Tier 3,false
ilias.church,suspend,false,false,Oliphant Tier 3,false
illegitimate.technology,suspend,false,false,Oliphant Tier 3,false
immibis.com,suspend,false,false,Oliphant Tier 3,false
impeccable.social,suspend,false,false,Oliphant Tier 3,false
incorrigible.moe,suspend,false,false,Oliphant Tier 3,false
indiefedi.party,suspend,false,false,Oliphant Tier 3,false
initiate.space,suspend,false,false,Oliphant Tier 3,false
injection.love,suspend,false,false,Oliphant Tier 3,false
ironbug.org,suspend,false,false,Oliphant Tier 3,false
itmslaves.com,suspend,false,false,Oliphant Tier 3,false
jayus.net,suspend,false,false,Oliphant Tier 3,false
jir.moe,suspend,false,false,Oliphant Tier 3,false
jollyville.net,suspend,false,false,Oliphant Tier 3,false
jorts.horse,suspend,false,false,Oliphant Tier 3,false
jpop.club,suspend,false,false,Oliphant Tier 3,false
juche.town,suspend,false,false,Oliphant Tier 3,false
jvpiter.net,suspend,false,false,Oliphant Tier 3,false
kabukimono.top,suspend,false,false,Oliphant Tier 3,false
kafeneio.social,suspend,false,false,Oliphant Tier 3,false
kafka.icu,suspend,false,false,Oliphant Tier 3,false
kag.social,suspend,false,false,Oliphant Tier 3,false
kalli.st,suspend,false,false,Oliphant Tier 3,false
kansanvalta.org,suspend,false,false,Oliphant Tier 3,false
karkatdyinginagluetrap.com,suspend,false,false,Oliphant Tier 3,false
karl.guru,suspend,false,false,Oliphant Tier 3,false
kazv.moe,suspend,false,false,Oliphant Tier 3,false
keinpfusch.net,suspend,false,false,Oliphant Tier 3,false
kelarima.com,suspend,false,false,Oliphant Tier 3,false
khajiit.tech,suspend,false,false,Oliphant Tier 3,false
kibitz.cloud,suspend,false,false,Oliphant Tier 3,false
kisslolis.moe,suspend,false,false,Oliphant Tier 3,false
kopimi.space,suspend,false,false,Oliphant Tier 3,false
kotobank.ch,suspend,false,false,Oliphant Tier 3,false
koyu.space,suspend,false,false,Oliphant Tier 3,false
kyou.social,suspend,false,false,Oliphant Tier 3,false
mapsupport.club,suspend,false,false,Oliphant Tier 3,false
lain.bar,suspend,false,false,Oliphant Tier 3,false
lain.la,suspend,false,false,Oliphant Tier 3,false
lainchan.gay,suspend,false,false,Oliphant Tier 3,false
lainon.life,suspend,false,false,Oliphant Tier 3,false
lambright.com,suspend,false,false,Oliphant Tier 3,false
lanuevebastarda.es,suspend,false,false,Oliphant Tier 3,false
lawstodon.social,suspend,false,false,Oliphant Tier 3,false
layer08.com,suspend,false,false,Oliphant Tier 3,false
leadslinger.org,suspend,false,false,Oliphant Tier 3,false
leftic.club,suspend,false,false,Oliphant Tier 3,false
leftlibertarian.club,suspend,false,false,Oliphant Tier 3,false
lemmygrad.ml,suspend,false,false,Oliphant Tier 3,false
lets.bemoe.online,suspend,false,false,Oliphant Tier 3,false
libbie.cloud,suspend,false,false,Oliphant Tier 3,false
liberal.city,suspend,false,false,Oliphant Tier 3,false
libertynode.net,suspend,false,false,Oliphant Tier 3,false
libre.tube,suspend,false,false,Oliphant Tier 3,false
librosphere.fr,suspend,false,false,Oliphant Tier 3,false
libtar.de,suspend,false,false,Oliphant Tier 3,false
linuxrocks.online,suspend,false,false,Oliphant Tier 3,false
loadaverage.org,suspend,false,false,Oliphant Tier 3,false
loli.estate,suspend,false,false,Oliphant Tier 3,false
loli.pizza,suspend,false,false,Oliphant Tier 3,false
lolicon.win,suspend,false,false,Oliphant Tier 3,false
lolis.world,suspend,false,false,Oliphant Tier 3,false
lolitube.moe,suspend,false,false,Oliphant Tier 3,false
loliverse.xyz,suspend,false,false,Oliphant Tier 3,false
longyap.name.my,suspend,false,false,Oliphant Tier 3,false
lovesick.social,suspend,false,false,Oliphant Tier 3,false
lukesmith.xyz,suspend,false,false,Oliphant Tier 3,false
patriot.online,suspend,false,false,Oliphant Tier 3,false
lulz.win,suspend,false,false,Oliphant Tier 3,false
m0n5t3r.info,suspend,false,false,Oliphant Tier 3,false
macsnet.cz,suspend,false,false,Oliphant Tier 3,false
magicalmirro.red,suspend,false,false,Oliphant Tier 3,false
petrolkorps.cc,suspend,false,false,Oliphant Tier 3,false
magicfedi.su,suspend,false,false,Oliphant Tier 3,false
maneisacutie.club,suspend,false,false,Oliphant Tier 3,false
marsey.moe,suspend,false,false,Oliphant Tier 3,false
mastindia.co,suspend,false,false,Oliphant Tier 3,false
mastobate.social,suspend,false,false,Oliphant Tier 3,false
mastod.no,suspend,false,false,Oliphant Tier 3,false
mastodon.loliandstuff.moe,suspend,false,false,Oliphant Tier 3,false
rainbowdash.net,suspend,false,false,Oliphant Tier 3,false
mastodon.ml,suspend,false,false,Oliphant Tier 3,false
mcjarbo.com,suspend,false,false,Oliphant Tier 3,false
md.kakise.tech,suspend,false,false,Oliphant Tier 3,false
meatbag.app,suspend,false,false,Oliphant Tier 3,false
melonbread.dev,suspend,false,false,Oliphant Tier 3,false
mercurial.blog,suspend,false,false,Oliphant Tier 3,false
micca.xyz,suspend,false,false,Oliphant Tier 3,false
milkers.online,suspend,false,false,Oliphant Tier 3,false
minds.com,suspend,false,false,Oliphant Tier 3,false
minidisc.tokyo,suspend,false,false,Oliphant Tier 3,false
miniwa.moe,suspend,false,false,Oliphant Tier 3,false
shrine.moe,suspend,false,false,Oliphant Tier 3,false
misono-ya.info,suspend,false,false,Oliphant Tier 3,false
misskey.gg,suspend,false,false,Oliphant Tier 3,false
misskey.xyz,suspend,false,false,Oliphant Tier 3,false
moe.onl,suspend,false,false,Oliphant Tier 3,false
monads.online,suspend,false,false,Oliphant Tier 3,false
mondoweiss.net,suspend,false,false,Oliphant Tier 3,false
mooo.com,suspend,false,false,Oliphant Tier 3,false
mu.zaitcev.nu,suspend,false,false,Oliphant Tier 3,false
mulmeyun.church,suspend,false,false,Oliphant Tier 3,false
murky.club,suspend,false,false,Oliphant Tier 3,false
musksocial.com,suspend,false,false,Oliphant Tier 3,false
myasstodon.xyz,suspend,false,false,Oliphant Tier 3,false
mycub.space,suspend,false,false,Oliphant Tier 3,false
nafo.uk,suspend,false,false,Oliphant Tier 3,false
naharia.net,suspend,false,false,Oliphant Tier 3,false
neet.church,suspend,false,false,Oliphant Tier 3,false
neighborli.xyz,suspend,false,false,Oliphant Tier 3,false
nekoea.red,suspend,false,false,Oliphant Tier 3,false
neomobius.com,suspend,false,false,Oliphant Tier 3,false
netz.org,suspend,false,false,Oliphant Tier 3,false
netzsphaere.xyz,suspend,false,false,Oliphant Tier 3,false
neue.city,suspend,false,false,Oliphant Tier 3,false
nishi.boats,suspend,false,false,Oliphant Tier 3,false
nitecrew.rip,suspend,false,false,Oliphant Tier 3,false
nixnet.social,suspend,false,false,Oliphant Tier 3,false
notbird.site,suspend,false,false,Oliphant Tier 3,false
nscio.us,suspend,false,false,Oliphant Tier 3,false
nuked.social,suspend,false,false,Oliphant Tier 3,false
onionfarms.org,suspend,false,false,Oliphant Tier 3,false
onlyfeds.cc,suspend,false,false,Oliphant Tier 3,false
opalstack.social,suspend,false,false,Oliphant Tier 3,false
ortodogs.info,suspend,false,false,Oliphant Tier 3,false
