#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
otakufarms.com,suspend,false,false,Oliphant Tier 3,false
otr.rocks,suspend,false,false,Oliphant Tier 3,false
outerheaven.club,suspend,false,false,Oliphant Tier 3,false
outerkosm.us,suspend,false,false,Oliphant Tier 3,false
outrnat.nl,suspend,false,false,Oliphant Tier 3,false
paradigm-x.tokyo,suspend,false,false,Oliphant Tier 3,false
paravielfalt.zone,suspend,false,false,Oliphant Tier 3,false
dline.xyz,suspend,false,false,Oliphant Tier 3,false
paws.moe,suspend,false,false,Oliphant Tier 3,false
payfrit.com,suspend,false,false,Oliphant Tier 3,false
pech.tech,suspend,false,false,Oliphant Tier 3,false
campduffel.social,suspend,false,false,Oliphant Tier 3,false
persia.social,suspend,false,false,Oliphant Tier 3,false
chamba.social,suspend,false,false,Oliphant Tier 3,false
pettanko.art,suspend,false,false,Oliphant Tier 3,false
phreedom.club,suspend,false,false,Oliphant Tier 3,false
civiq.social,suspend,false,false,Oliphant Tier 3,false
phreedom.tk,suspend,false,false,Oliphant Tier 3,false
pissqordia.space,suspend,false,false,Oliphant Tier 3,false
pixificial.xyz,suspend,false,false,Oliphant Tier 3,false
crlf.ninja,suspend,false,false,Oliphant Tier 3,false
pl.skyn3t.in,suspend,false,false,Oliphant Tier 3,false
csdisaster.club,suspend,false,false,Oliphant Tier 3,false
platypush.tech,suspend,false,false,Oliphant Tier 3,false
pleroma.karjalazet.se,suspend,false,false,Oliphant Tier 3,false
plus.st,suspend,false,false,Oliphant Tier 3,false
poast.eth,suspend,false,false,Oliphant Tier 3,false
pod.vladtepesblog.com,suspend,false,false,Oliphant Tier 3,false
devs.live,suspend,false,false,Oliphant Tier 3,false
postnstuffds.lol,suspend,false,false,Oliphant Tier 3,false
pouque.net,suspend,false,false,Oliphant Tier 3,false
poweredbycocaine.com,suspend,false,false,Oliphant Tier 3,false
probablyfreespeech.com,suspend,false,false,Oliphant Tier 3,false
projectftm.com,suspend,false,false,Oliphant Tier 3,false
prout.social,suspend,false,false,Oliphant Tier 3,false
pso.li,suspend,false,false,Oliphant Tier 3,false
psyopshop.com,suspend,false,false,Oliphant Tier 3,false
queer.hacktivis.me,suspend,false,false,Oliphant Tier 3,false
quey.la,suspend,false,false,Oliphant Tier 3,false
quitter.pw,suspend,false,false,Oliphant Tier 3,false
rageparty.club,suspend,false,false,Oliphant Tier 3,false
raspberrypi.social,suspend,false,false,Oliphant Tier 3,false
fedposters.club,suspend,false,false,Oliphant Tier 3,false
raygungothic.xyz,suspend,false,false,Oliphant Tier 3,false
realnephestate.xyz,suspend,false,false,Oliphant Tier 3,false
rebased.io,suspend,false,false,Oliphant Tier 3,false
rebased.network,suspend,false,false,Oliphant Tier 3,false
rebased.social,suspend,false,false,Oliphant Tier 3,false
fulltermprivacy.com,suspend,false,false,Oliphant Tier 3,false
redd.live,suspend,false,false,Oliphant Tier 3,false
redeyes.site,suspend,false,false,Oliphant Tier 3,false
redgarterclub.com,suspend,false,false,Oliphant Tier 3,false
redliberal.com,suspend,false,false,Oliphant Tier 3,false
gensokyo.club,suspend,false,false,Oliphant Tier 3,false
redpill-insight.com,suspend,false,false,Oliphant Tier 3,false
gnuhacker.org,suspend,false,false,Oliphant Tier 3,false
redplanetlabs.com,suspend,false,false,Oliphant Tier 3,false
gorf.space,suspend,false,false,Oliphant Tier 3,false
redspinning.top,suspend,false,false,Oliphant Tier 3,false
refusal.llc,suspend,false,false,Oliphant Tier 3,false
refuse2.work,suspend,false,false,Oliphant Tier 3,false
reisen.church,suspend,false,false,Oliphant Tier 3,false
remnant.social,suspend,false,false,Oliphant Tier 3,false
rigcz.club,suspend,false,false,Oliphant Tier 3,false
rightmouse.click,suspend,false,false,Oliphant Tier 3,false
rio.social,suspend,false,false,Oliphant Tier 3,false
rodent.life,suspend,false,false,Oliphant Tier 3,false
royalhellcustoms.com,suspend,false,false,Oliphant Tier 3,false
roysbeer.place,suspend,false,false,Oliphant Tier 3,false
salastil.com,suspend,false,false,Oliphant Tier 3,false
scamdemic.party,suspend,false,false,Oliphant Tier 3,false
scarlet.house,suspend,false,false,Oliphant Tier 3,false
sealion.club,suspend,false,false,Oliphant Tier 3,false
secluded.site,suspend,false,false,Oliphant Tier 3,false
seikora.one,suspend,false,false,Oliphant Tier 3,false
seriousbusiness.international,suspend,false,false,Oliphant Tier 3,false
sharealike.social,suspend,false,false,Oliphant Tier 3,false
shelter.moe,suspend,false,false,Oliphant Tier 3,false
shitpost.racing,suspend,false,false,Oliphant Tier 3,false
loli.best,suspend,false,false,Oliphant Tier 3,false
shitposte.rs,suspend,false,false,Oliphant Tier 3,false
shotatube.xyz,suspend,false,false,Oliphant Tier 3,false
loveforlandlords.com,suspend,false,false,Oliphant Tier 3,false
shouldibuyahorse.com,suspend,false,false,Oliphant Tier 3,false
shpposter.club,suspend,false,false,Oliphant Tier 3,false
singing.dog,suspend,false,false,Oliphant Tier 3,false
skinnyver.se,suspend,false,false,Oliphant Tier 3,false
slipfox.xyz,suspend,false,false,Oliphant Tier 3,false
slippy.xyz,suspend,false,false,Oliphant Tier 3,false
smittenkittens.xyz,suspend,false,false,Oliphant Tier 3,false
smuganimeavatar.xyz,suspend,false,false,Oliphant Tier 3,false
sneed.shop,suspend,false,false,Oliphant Tier 3,false
sneed.vip,suspend,false,false,Oliphant Tier 3,false
social.au2pb.net,suspend,false,false,Oliphant Tier 3,false
social.duti.tech,suspend,false,false,Oliphant Tier 3,false
social.nothingplanet.com,suspend,false,false,Oliphant Tier 3,false
nalocal519.social,suspend,false,false,Oliphant Tier 3,false
social.sakamoto.gq,suspend,false,false,Oliphant Tier 3,false
social.snopyta.org,suspend,false,false,Oliphant Tier 3,false
social.targaryen.house,suspend,false,false,Oliphant Tier 3,false
socialgoblins.club,suspend,false,false,Oliphant Tier 3,false
someotherguy.xyz,suspend,false,false,Oliphant Tier 3,false
nnia.cc,suspend,false,false,Oliphant Tier 3,false
somewhy.net,suspend,false,false,Oliphant Tier 3,false
speakfree.world,suspend,false,false,Oliphant Tier 3,false
nya.gay,suspend,false,false,Oliphant Tier 3,false
spearman.xyz,suspend,false,false,Oliphant Tier 3,false
occultist.space,suspend,false,false,Oliphant Tier 3,false
spiderden.net,suspend,false,false,Oliphant Tier 3,false
spinster.dev,suspend,false,false,Oliphant Tier 3,false
spook.social,suspend,false,false,Oliphant Tier 3,false
stars.eroaward.com,suspend,false,false,Oliphant Tier 3,false
staycuriousandkeepsmil.in,suspend,false,false,Oliphant Tier 3,false
stop.voring.me,suspend,false,false,Oliphant Tier 3,false
stormcloak.info,suspend,false,false,Oliphant Tier 3,false
peertube.se,suspend,false,false,Oliphant Tier 3,false
supernets.social,suspend,false,false,Oliphant Tier 3,false
susmaninsurance.com,suspend,false,false,Oliphant Tier 3,false
pirateradio.social,suspend,false,false,Oliphant Tier 3,false
suya.place,suspend,false,false,Oliphant Tier 3,false
sweetappleacr.es,suspend,false,false,Oliphant Tier 3,false
polaris-1.work,suspend,false,false,Oliphant Tier 3,false
syspxl.xyz,suspend,false,false,Oliphant Tier 3,false
talk-here.com,suspend,false,false,Oliphant Tier 3,false
taobox.pub,suspend,false,false,Oliphant Tier 3,false
tau-ceti.space,suspend,false,false,Oliphant Tier 3,false
taullo.social,suspend,false,false,Oliphant Tier 3,false
tesaguri.club,suspend,false,false,Oliphant Tier 3,false
thebased.club,suspend,false,false,Oliphant Tier 3,false
raccoon.quest,suspend,false,false,Oliphant Tier 3,false
thechad.zone,suspend,false,false,Oliphant Tier 3,false
thejoyo.com,suspend,false,false,Oliphant Tier 3,false
ravergram.club,suspend,false,false,Oliphant Tier 3,false
theosis.church,suspend,false,false,Oliphant Tier 3,false
thewizardingworld.com,suspend,false,false,Oliphant Tier 3,false
thisisjoes.site,suspend,false,false,Oliphant Tier 3,false
thoughtful.social,suspend,false,false,Oliphant Tier 3,false
tictoc.social,suspend,false,false,Oliphant Tier 3,false
tiuxo.com,suspend,false,false,Oliphant Tier 3,false
tokhmi.xyz,suspend,false,false,Oliphant Tier 3,false
tomw.social,suspend,false,false,Oliphant Tier 3,false
rqd2.net,suspend,false,false,Oliphant Tier 3,false
toot.pt,suspend,false,false,Oliphant Tier 3,false
touha.me,suspend,false,false,Oliphant Tier 3,false
tpo.world,suspend,false,false,Oliphant Tier 3,false
servernerds.net,suspend,false,false,Oliphant Tier 3,false
translunar.academy,suspend,false,false,Oliphant Tier 3,false
travnewmatic.com,suspend,false,false,Oliphant Tier 3,false
treeoflifecomic.com,suspend,false,false,Oliphant Tier 3,false
tucson.claims,suspend,false,false,Oliphant Tier 3,false
tweet.pasture.moe,suspend,false,false,Oliphant Tier 3,false
twi.social,suspend,false,false,Oliphant Tier 3,false
twiukraine.com,suspend,false,false,Oliphant Tier 3,false
tylerdavis.xyz,suspend,false,false,Oliphant Tier 3,false
umbrellix.org,suspend,false,false,Oliphant Tier 3,false
ungoverned.social,suspend,false,false,Oliphant Tier 3,false
vampiremaid.cafe,suspend,false,false,Oliphant Tier 3,false
vara.lol,suspend,false,false,Oliphant Tier 3,false
veenus.art,suspend,false,false,Oliphant Tier 3,false
veganism.social,suspend,false,false,Oliphant Tier 3,false
verifiedjournalist.social,suspend,false,false,Oliphant Tier 3,false
the9thcircle.club,suspend,false,false,Oliphant Tier 3,false
vigilante.tv,suspend,false,false,Oliphant Tier 3,false
violence.church,suspend,false,false,Oliphant Tier 3,false
voidgaming.co,suspend,false,false,Oliphant Tier 3,false
vsta.org,suspend,false,false,Oliphant Tier 3,false
vuju.com,suspend,false,false,Oliphant Tier 3,false
wake.st,suspend,false,false,Oliphant Tier 3,false
waskuisland.com,suspend,false,false,Oliphant Tier 3,false
unbound.social,suspend,false,false,Oliphant Tier 3,false
were.social,suspend,false,false,Oliphant Tier 3,false
whatiwanttoknow.org,suspend,false,false,Oliphant Tier 3,false
wherelinux.xyz,suspend,false,false,Oliphant Tier 3,false
vladtepesblog.com,suspend,false,false,Oliphant Tier 3,false
wikileaks2.org,suspend,false,false,Oliphant Tier 3,false
willtrade.org,suspend,false,false,Oliphant Tier 3,false
witches.live,suspend,false,false,Oliphant Tier 3,false
wizzzard.online,suspend,false,false,Oliphant Tier 3,false
whitesmokebbq.social,suspend,false,false,Oliphant Tier 3,false
woln.eu,suspend,false,false,Oliphant Tier 3,false
youjo.observer,suspend,false,false,Oliphant Tier 3,false
zoomer.photography,suspend,false,false,Oliphant Tier 3,false
cunnyborea.top,suspend,false,false,"",false
mashtodon.alterracloud.com,suspend,false,false,"",false
social.cutefunny.net,suspend,false,false,"",false
noauthority.social,suspend,false,false,"",false
oddballs.online,suspend,false,false,"",false
9yo.punipoka.pink,suspend,false,false,"",false
imouto.exposed,suspend,false,false,"",false
net4sw.com,suspend,false,false,"",false
social.freysa.ai,suspend,false,false,Violation of Community Guidelines,false
fsebugoutzone.org,suspend,false,false,Violation of Community Guidelines,false
pl.dav1d.lol,suspend,true,false,"",true
volk.network,suspend,false,false,"",false
theater.im,suspend,false,false,"",false
